"LAT","LON","Country"
24.152741,120.667616,"Taiwan"
35.796222,-78.713531,"USA"
40.424056,-3.717722,"Spain"
43.088949,-79.07444,"Canada"
45.693516,9.300851,"Italy"
25.108373,121.361117,"Taiwan"
36.158857,-86.777744,"USA"
62.549422,6.134444,"Unknown"
44.440643,26.096649,"Romania"
45.058971,9.697494,"Italy"
24.973844,121.234397,"Taiwan"
42.98506,-85.687351,"USA"
33.244726,126.571855,"South Korea:Cheju Do"
53.429173,-2.239773,"UK:Great Britain"
49.908119,86.858177,"Russia"
48.858461,2.337555,"France"
40.714374,-74.00308,"Unknown"
1.253311,103.814751,"Unknown"
51.500501,-0.093598,"UK:Great Britain"
45.350094,-80.185604,"Canada"
51.501583,-0.13029,"UK:Great Britain"
37.591553,-77.450137,"USA"
37.512687,-118.81113,"USA"
37.786293,-122.408164,"USA"
40.804356,-124.16821,"USA"
-0.395504,-90.53833,"Unknown"
51.023513,-1.313606,"UK:Great Britain"
51.529037,-0.119175,"UK:Great Britain"
50.099477,19.920051,"Poland"
42.979864,12.356829,"Italy"
38.974357,1.398696,"Spain:Ibiza"
41.84,23.5,"Bulgaria"
43.790816,11.254062,"Italy"
37.00358,-121.707916,"USA"
52.975831,0.629138,"Unknown"
36.910372,137.425231,"Unknown"
47.551969,19.052696,"Hungary"
30.46791,-81.438217,"USA"
23.142885,-82.4057,"Unknown"
41.980421,2.821254,"Spain"
37.40271,-94.707031,"USA"
50.065128,-5.714263,"Unknown"
14.764186,-17.481018,"Senegal"
42.359178,-0.384521,"Spain"
36.375645,-92.251853,"USA"
33.584557,-116.457642,"USA"
59.935269,30.327458,"Russia"
40.420299,-3.70577,"Spain"
51.544226,7.474436,"Germany"
37.231588,-118.652439,"USA"
28.609209,77.242555,"India"
42.23716,-97.016143,"USA"
44.952711,6.591496,"France"
39.97512,-75.195167,"USA"
51.496086,-0.144136,"UK:Great Britain"
43.769637,11.255643,"Italy"
37.4455,-122.1672,"USA"
-37.817344,144.960336,"Australia"
40.744834,-73.447208,"USA:New York:Long Island"
52.987628,-1.49249,"UK:Great Britain"
51.493515,0.25835,"UK:Great Britain"
36.89335,30.726013,"Turkey"
44.824845,20.400152,"Serbia"
42.649288,-0.05779,"Spain"
4.631179,-74.091796,"Colombia"
47.784744,19.932557,"Hungary"
40.406111,116.074676,"China"
28.248671,83.946018,"Nepal"
40.041809,4.122619,"Spain:Minorca"
31.305798,-95.448446,"USA"
37.335981,-121.885392,"USA"
34.225167,-118.064333,"USA"
52.213286,21.021137,"Poland"
37.783333,-122.387834,"USA"
52.160072,5.19638,"Netherlands"
54.607694,-2.81104,"UK:Great Britain"
37.439704,-122.162818,"USA"
40.453813,-80.001765,"USA"
45.343579,7.826986,"Italy"
41.905179,12.155181,"Italy"
45.537136,-73.575439,"Canada:11"
40.422191,-104.692545,"USA"
20.631882,-156.496067,"Unknown"
-7.234423,112.719726,"Unknown"
13.384275,103.82904,"Cambodia"
16.462097,102.824134,"Thailand"
34.07878,-118.361715,"USA"
50.851467,4.359405,"Belgium"
43.767498,141.865425,"Japan:Hokkaido"
39.28507,-76.608256,"USA"
45.423365,-75.697871,"Canada"
50.444442,5.967206,"Belgium"
41.289637,-74.915143,"USA"
52.372979,4.891351,"Netherlands"
53.281181,-1.272718,"UK:Great Britain"
-34.880901,-56.165439,"Uruguay"
37.52928,126.918466,"South Korea"
42.58418,-71.803979,"USA"
50.002008,-2.030673,"Unknown"
33.229702,-96.903103,"USA"
25.256786,55.349712,"United Arab Emirates"
38.806261,-77.04743,"USA"
40.378589,-75.966982,"USA"
48.979357,19.062556,"Slovakia"
39.501226,-119.806616,"USA"
32.748644,-117.154598,"USA"
37.754288,-122.446404,"USA"
46.601055,10.390027,"Switzerland"
41.390831,2.187319,"Spain"
44.103449,-121.769206,"USA"
52.078556,-1.017866,"UK:Great Britain"
34.447237,-77.518318,"Unknown"
43.734268,1.637689,"France"
47.940439,1.895055,"France"
34.142537,-118.258685,"USA"
41.257444,-95.936876,"USA"
39.781246,-94.77983,"USA"
43.725483,11.294192,"Italy"
52.370738,4.527289,"Netherlands"
40.113108,-75.132472,"USA"
47.620411,-122.348867,"USA"
-0.218803,-78.518584,"Ecuador"
47.17151,-67.91645,"Canada:27"
44.645086,10.92453,"Italy"
52.475592,-1.73938,"UK:Great Britain"
48.359421,-122.332484,"USA"
56.483823,84.934272,"Russia"
40.095276,-75.430133,"USA"
51.206614,6.808476,"Germany"
40.733909,-74.171748,"USA"
37.749968,-25.472488,"Azores:Sao Miguel"
59.139317,5.589294,"Unknown"
31.850148,120.38063,"China"
41.93222,-87.658226,"USA"
32.470622,-86.453336,"USA"
47.046849,9.386529,"Switzerland"
28.693298,-13.835906,"Canary Islands:Fuerteventura"
20.58908,96.91658,"Myanmar"
17.98695,-66.599075,"Puerto Rico"
35.968899,-83.920724,"USA"
-0.747049,-90.714111,"Unknown"
56.7722,-4.98299,"UK:Great Britain"
48.637978,2.448406,"France"
41.013833,-73.755,"USA"
-12.122033,-77.026627,"Peru"
42.477351,-83.157835,"USA"
52.373267,4.891819,"Netherlands"
51.515152,-0.204609,"UK:Great Britain"
30.121187,-94.148283,"USA"
38.254859,-85.766403,"USA"
39.914377,116.437439,"China"
24.225228,121.241496,"Taiwan"
-44.694894,169.133834,"New Zealand:South Island"
18.451377,-66.064417,"Puerto Rico"
36.012415,-115.175009,"USA"
38.854292,-104.935569,"USA"
55.862211,-4.248104,"UK:Great Britain"
50.086132,14.420508,"Czech Republic"
7.449624,134.472656,"Unknown"
37.397333,-121.797334,"USA"
-42.883825,147.333097,"Unknown"
40.737159,-74.030967,"Unknown"
28.669089,-14.011452,"Canary Islands:Fuerteventura"
37.662438,141.014308,"Unknown"
22.631786,120.295916,"Taiwan"
69.117351,-105.063682,"Canada:Victoria Island"
35.011561,135.7871,"Japan:Honshu"
-43.96953,170.445241,"New Zealand:South Island"
39.358667,-74.435667,"Unknown"
18.471,-66.1235,"Unknown"
55.622568,12.681655,"Unknown"
34.839978,-92.495162,"USA"
32.903443,-117.195557,"USA"
64.254849,-21.130142,"Iceland"
51.555306,7.066891,"Germany"
44.793165,-62.697687,"Unknown"
53.148314,0.345726,"UK:Great Britain"
38.684479,-77.259963,"USA"
37.235,-115.811111,"USA"
38.895496,-77.011199,"USA"
52.525419,13.369599,"Germany"
54.587887,-5.846969,"UK:Northern Ireland"
19.68397,96.262207,"Myanmar"
29.147627,-80.97884,"USA"
51.481422,-0.14456,"UK:Great Britain"
28.551278,77.192687,"India"
43.067884,141.362457,"Japan:Hokkaido"
54.854872,-3.780412,"Unknown"
31.804961,-96.254825,"USA"
59.554561,17.99223,"Sweden"
35.014603,135.750246,"Japan:Honshu"
39.917208,-8.323173,"Portugal"
28.609804,-80.599565,"Unknown"
34.750745,-98.488912,"USA"
45.400453,-75.709362,"Canada"
45.426166,-75.692496,"Canada"
-12.124928,-77.053642,"Peru"
38.863921,-77.082095,"USA"
45.190324,-81.630134,"Canada"
-30.877476,153.067874,"Unknown"
48.734342,44.510507,"Russia"
-31.988818,115.852918,"Australia"
38.854552,-77.049287,"USA"
-41.11609,-73.045349,"Chile"
38.581672,-122.575194,"USA"
34.412291,-118.556385,"USA"
43.88416,125.287914,"China"
53.562833,-0.610835,"UK:Great Britain"
49.268924,-123.118715,"Canada"
51.561478,-4.282093,"Unknown"
39.760606,-104.982533,"USA"
37.064021,15.292636,"Italy:Sicily"
39.768398,-86.157997,"USA"
41.939399,-87.697998,"USA"
52.269129,9.55656,"Germany"
40.735388,-73.083543,"USA:New York:Long Island"
51.509633,-0.129894,"UK:Great Britain"
39.556802,-106.260023,"USA"
40.576542,-74.579916,"USA"
36.203005,29.621372,"Turkey"
47.367664,8.536376,"Switzerland"
55.965452,-3.208522,"UK:Great Britain"
48.414419,-123.385262,"Unknown"
51.987736,5.926555,"Netherlands"
53.54198,9.981519,"Germany"
43.7675,142.480888,"Japan:Hokkaido"
37.385086,-6.004939,"Spain"
40.815841,-73.896697,"Unknown"
-31.955803,115.843791,"Australia"
-33.8749,151.062545,"Australia"
53.156858,4.870376,"Netherlands:Texel"
56.376206,-3.982629,"UK:Great Britain"
22.792166,-104.0905,"Mexico"
40.440872,-79.958839,"USA"
-1.291213,36.822738,"Kenya"
46.19314,6.725521,"France"
51.115984,0.581964,"UK:Great Britain"
52.122739,-3.77037,"UK:Great Britain"
-6.167179,106.823501,"Indonesia:Java"
33.838233,-84.369034,"USA"
54.312211,13.097441,"Germany"
19.372935,98.965873,"Thailand"
-27.199653,153.102686,"Australia"
54.921716,-2.490592,"UK:Great Britain"
45.487248,7.886161,"Italy"
56.933783,12.358503,"Unknown"
46.135741,-84.788659,"USA"
-29.491608,-50.739669,"Brazil"
45.847721,6.229097,"France"
42.337606,-71.075674,"USA"
47.619333,-122.192334,"USA"
37.773529,-122.4646,"USA"
13.746148,100.534493,"Thailand"
30.29981,-89.756629,"USA"
49.282417,-123.110969,"Canada"
34.093432,-118.122425,"USA"
52.363692,4.897847,"Netherlands"
33.987333,-118.474167,"USA"
48.866341,2.328366,"France"
37.787165,-122.387486,"USA"
45.920587,6.152343,"France"
55.905585,13.837537,"Sweden"
37.394368,-5.954246,"Spain"
5.936858,116.094579,"Malaysia:Sarawak"
51.502117,-0.119594,"UK:Great Britain"
46.766984,15.555374,"Austria"
33.729711,-116.532835,"USA"
32.878872,-117.234637,"USA"
37.83853,-25.790748,"Azores:Sao Miguel"
48.197971,11.61033,"Germany"
47.335216,1.0643,"France"
66.701366,13.732452,"Norway"
51.506411,-0.080713,"UK:Great Britain"
53.469861,-2.291164,"UK:Great Britain"
33.820996,-84.367843,"USA"
10.631506,103.498077,"Unknown"
33.432103,-111.941993,"USA"
34.950582,135.818753,"Japan:Honshu"
37.002868,-110.173942,"USA"
54.080125,13.425378,"Germany"
-27.581329,-48.548583,"Unknown"
45.305017,-75.612201,"Canada"
45.788594,-78.387451,"Canada"
52.265425,5.469131,"Netherlands"
41.94334,-87.649151,"USA"
34.150205,-83.813753,"USA"
-37.8115,144.976167,"Australia"
0.611102,37.552642,"Kenya"
-37.822751,144.981808,"Australia"
54.776175,-1.578555,"UK:Great Britain"
40.482095,-3.363897,"Spain"
43.650977,-79.386402,"Canada"
41.891032,-87.640342,"USA"
42.682687,-0.118961,"Spain"
48.766825,9.262161,"Germany"
49.399007,1.477103,"France"
32.428635,-81.757794,"USA"
41.818776,-87.95975,"USA"
51.502963,-0.119491,"UK:Great Britain"
49.29836,-121.262798,"Canada"
46.247938,20.204758,"Hungary"
28.604487,-81.385527,"USA"
27.93378,-82.298167,"USA"
33.839166,-117.536667,"USA"
35.304816,139.510935,"Japan:Honshu"
25.793152,-80.129825,"Unknown"
1.294812,103.85969,"Singapore"
33.797765,78.603572,"India"
22.754456,120.313317,"Taiwan"
49.754349,6.637179,"Germany"
47.625271,-122.314589,"USA"
43.184902,16.521377,"Croatia:Otok Hvar"
56.822196,-5.104458,"UK:Great Britain"
44.662033,8.586317,"Italy"
38.801323,-77.063748,"USA"
45.088368,13.630084,"Unknown"
-37.874785,175.37527,"New Zealand:North Island"
22.305728,114.253455,"China:Hong Kong"
48.870134,2.323608,"France"
8.018976,98.831119,"Unknown"
48.763996,9.170711,"Germany"
51.908709,4.487721,"Netherlands"
11.553146,104.90283,"Cambodia"
37.795891,-122.273372,"USA"
39.961086,-75.133856,"USA"
51.5078,-0.0314,"UK:Great Britain"
48.098148,-4.208215,"France"
37.717737,-119.679778,"USA"
41.886372,12.492077,"Italy"
45.85287,-74.579411,"Canada"
-23.211847,-44.717445,"Brazil"
51.472669,-0.427093,"UK:Great Britain"
35.55206,139.783859,"Unknown"
41.367678,2.190055,"Spain"
22.295449,114.215583,"Unknown"
-34.608044,-58.365095,"Argentina"
41.364441,2.155594,"Spain"
42.381158,-71.137847,"USA"
19.134319,-155.505138,"USA:Hawaii"
40.895608,12.964382,"Unknown"
45.479091,-78.396244,"Canada"
53.25823,-6.747064,"Ireland"
18.568154,-72.350463,"Haiti"
33.88912,-117.783104,"USA"
47.615333,-122.343833,"USA"
48.649003,-2.02732,"Unknown"
44.633299,-122.928943,"USA"
34.710009,135.472412,"Japan:Honshu"
35.056171,-85.311996,"USA"
50.819003,-0.130664,"UK:Great Britain"
-34.967269,-54.937221,"Unknown"
51.322353,-116.18557,"Canada"
53.568459,-1.586945,"UK:Great Britain"
31.602246,-8.024718,"Morocco"
21.307927,-157.845382,"USA:Hawaii:Oahu"
55.822116,37.672805,"Russia"
45.431723,-122.500745,"USA"
43.133851,-72.444056,"USA"
50.883813,-1.734778,"UK:Great Britain"
51.922864,4.339964,"Netherlands"
38.479449,-8.980368,"Unknown"
60.122911,9.794268,"Norway"
44.903018,-85.269613,"USA"
41.882741,-87.62331,"USA"
42.297763,-83.486694,"USA"
41.685244,-88.35631,"USA"
46.80846,-71.213507,"Unknown"
59.934913,30.304841,"Russia"
9.312944,123.300622,"Philippines:Negros"
52.52395,13.416023,"Germany"
50.633525,6.478929,"Germany"
6.341333,99.732166,"Malaysia:Langkawi"
30.423836,-91.006553,"USA"
53.54521,8.570639,"Germany"
44.518357,11.810131,"Italy"
47.264436,11.359004,"Austria"
41.403627,2.174305,"Spain"
37.855613,-25.787906,"Azores:Sao Miguel"
40.968233,-5.664825,"Spain"
13.4585,144.729766,"Guam"
28.101701,-15.453042,"Canary Islands:Gran Canaria"
39.996553,-82.991988,"USA"
37.390882,-5.995423,"Spain"
25.528309,84.862087,"India"
52.251083,-1.322822,"UK:Great Britain"
39.458197,-105.916614,"USA"
28.414842,-16.558907,"Unknown"
36.155937,-86.777305,"USA"
42.861873,-2.708129,"Spain"
14.724417,-91.155195,"Guatemala"
41.891543,12.500038,"Italy"
53.588161,-2.480463,"UK:Great Britain"
51.620681,-0.754108,"UK:Great Britain"
34.788536,-92.33689,"USA"
39.746035,-104.993162,"USA"
53.464336,-2.233609,"UK:Great Britain"
52.093587,0.130462,"UK:Great Britain"
37.471724,-5.648689,"Spain"
52.556313,-2.167735,"UK:Great Britain"
42.999389,11.683609,"Italy"
35.464366,129.144308,"South Korea"
44.494484,11.342718,"Italy"
43.033513,-8.508224,"Spain"
42.353596,-71.058819,"USA"
40.066445,-105.201687,"USA"
36.685628,-2.754821,"Unknown"
35.710175,139.75311,"Japan:Honshu"
34.834833,-85.479333,"USA"
-33.969096,151.15282,"Australia"
45.192925,5.71186,"France"
44.658015,-63.600111,"Canada:27"
53.968915,10.880548,"Germany"
-33.450922,-70.654449,"Chile"
37.7755,-122.260334,"USA"
42.227214,-83.60557,"USA"
51.500114,-0.121343,"UK:Great Britain"
52.549166,13.389265,"Germany"
55.653258,12.26984,"Denmark:Sjaelland"
46.533063,10.490055,"Italy"
35.145389,-111.690058,"USA"
44.177479,5.272128,"France"
47.46686,10.717334,"Austria"
35.80946,10.634765,"Tunisia"
40.331775,9.677034,"Italy:Sardinia"
41.499192,-5.740034,"Spain"
52.017872,4.707523,"Netherlands"
42.831305,-8.896822,"Spain"
-34.963956,138.692629,"Australia"
51.812425,-2.715361,"UK:Great Britain"
38.645349,-90.370488,"USA"
-6.330568,106.899375,"Indonesia:Java"
53.4445,-1.501,"UK:Great Britain"
57.721752,-5.334548,"UK:Great Britain"
41.728801,-87.793125,"USA"
42.39722,2.154736,"Spain"
40.532654,-74.342207,"USA"
51.467255,-112.737236,"Canada"
-34.618954,-58.443692,"Argentina"
40.086871,-74.903776,"USA"
17.49562,-88.181579,"Unknown"
46.192391,9.022179,"Switzerland"
40.948211,-4.11636,"Spain"
45.819458,4.622413,"France"
38.986225,-76.942347,"USA"
34.953704,32.51363,"Cyprus"
43.912528,12.90542,"Italy"
59.932461,30.288438,"Russia"
40.416894,-3.686749,"Spain"
47.625641,-122.312645,"USA"
35.084609,-106.65067,"USA"
56.312537,-3.587722,"UK:Great Britain"
51.750699,-1.260101,"UK:Great Britain"
55.761714,-4.158754,"UK:Great Britain"
43.288827,-2.164564,"Spain"
44.393315,-68.17317,"Unknown"
46.979139,7.475337,"Switzerland"
38.64188,0.053902,"Unknown"
46.849214,-121.761302,"USA"
43.79145,-75.492382,"USA"
29.1175,-13.5645,"Canary Islands:Lanzarote"
1.365579,103.827713,"Singapore"
51.482211,-3.181078,"UK:Great Britain"
45.411333,9.266333,"Italy"
36.964502,-122.015197,"USA"
36.442275,28.21907,"Unknown"
6.991434,100.483774,"Thailand"
18.475213,-77.92757,"Jamaica"
-35.23598,149.082419,"Australia"
55.662597,12.586394,"Denmark:8"
60.127956,18.647403,"Unknown"
45.066276,7.682919,"Italy"
41.657146,-4.719432,"Spain"
37.176474,-3.599127,"Spain"
45.485599,-123.966026,"Unknown"
50.044683,36.281147,"Ukraine"
42.378343,-70.984408,"Unknown"
42.011833,12.359166,"Italy"
48.402041,2.699353,"France"
39.504601,-106.141235,"USA"
-27.807915,153.434135,"Unknown"
39.911974,-0.57043,"Spain"
53.766539,-1.576538,"UK:Great Britain"
50.163594,-122.820453,"Canada"
45.760532,4.827219,"France"
45.158229,10.793375,"Italy"
41.382411,-72.907977,"USA"
51.902692,4.162058,"Netherlands"
38.121311,13.358449,"Italy:Sicily"
36.507014,-111.584701,"USA"
-6.163083,39.195098,"Tanzania:Zanzibar"
51.465,-0.076,"UK:Great Britain"
32.808341,34.990253,"Unknown"
55.124134,14.899692,"Denmark:Bornholm"
50.898119,4.482577,"Belgium"
52.316874,5.561656,"Netherlands"
48.150919,11.682908,"Germany"
56.127638,13.671326,"Sweden"
38.889412,-77.049983,"USA"
49.2383,-121.76,"Canada"
33.764324,-84.352126,"USA"
36.100989,-75.713996,"USA"
52.35432,-3.76625,"UK:Great Britain"
-37.827082,145.352511,"Australia"
69.94987,23.189842,"Norway"
32.098013,-6.487198,"Morocco"
48.852092,2.361341,"France"
37.759858,-25.694274,"Azores:Sao Miguel"
38.260373,-85.752282,"USA"
-2.191002,-79.884048,"Unknown"
42.651585,-73.93012,"USA"
43.956031,-77.325167,"Canada"
41.996687,1.68398,"Spain"
41.895768,12.471746,"Italy"
32.124166,-80.787166,"Unknown"
16.566666,104.733333,"Thailand"
43.389206,-6.071147,"Spain"
40.770409,-111.890913,"USA"
41.425931,2.191182,"Spain"
46.847688,-114.0171,"USA"
51.506245,-0.115603,"UK:Great Britain"
44.353283,2.577838,"France"
47.995333,7.850333,"Germany"
-33.864295,151.217129,"Australia"
39.070112,-106.859378,"USA"
37.739592,-119.564938,"USA"
48.206853,16.366399,"Austria"
40.714728,-73.998101,"Unknown"
49.4424,1.095972,"France"
-3.802252,29.101409,"Democratic Republic of the Congo"
-33.871858,151.206679,"Australia"
35.693256,139.702996,"Japan:Honshu"
45.021349,-108.25072,"USA"
40.71698,-74.030342,"Unknown"
40.743306,-74.032402,"Unknown"
46.318807,8.805971,"Switzerland"
54.288602,-130.38557,"Unknown"
25.665612,-100.309263,"Mexico"
47.478147,-122.363147,"USA"
48.86301,2.371364,"France"
-33.639,150.275333,"Australia"
25.66753,-80.155331,"Unknown"
61.216056,-149.845275,"USA:Alaska"
-19.838814,-43.999439,"Brazil"
47.5,19.5,"Hungary"
51.235126,-0.570259,"UK:Great Britain"
47.899455,1.915869,"France"
50.774247,-1.984748,"UK:Great Britain"
42.316289,3.316795,"Unknown"
29.953019,-90.068793,"USA"
-34.775107,150.695171,"Australia"
58.051361,38.846368,"Russia"
52.472285,-1.927285,"UK:Great Britain"
35.321833,-82.436667,"USA"
45.583289,-122.76123,"USA"
28.000862,-81.979894,"USA"
29.764377,-95.386047,"USA"
50.573425,3.680419,"Belgium"
51.516349,-0.131491,"UK:Great Britain"
70.056979,25.012865,"Norway"
51.392111,-1.802316,"UK:Great Britain"
31.351877,-94.676764,"USA"
35.685501,139.690338,"Japan:Honshu"
20.691811,-156.444486,"USA:Hawaii:Maui"
37.604508,-112.15599,"USA"
34.682213,135.187743,"Japan:Honshu"
45.723678,5.905151,"France"
37.394595,140.382399,"Japan:Honshu"
34.499542,69.863876,"Afghanistan"
37.243243,-119.191875,"USA"
41.520802,2.102184,"Spain"
45.452424,12.293701,"Unknown"
52.53936,-1.271775,"UK:Great Britain"
52.356869,4.879657,"Netherlands"
52.372027,4.900383,"Netherlands"
-22.733905,-46.118634,"Brazil"
35.540998,-82.55335,"USA"
43.39,-80.32,"Canada"
38.99723,-77.288391,"USA"
53.574887,-1.412097,"UK:Great Britain"
52.368325,4.897043,"Netherlands"
22.697654,7.322387,"Algeria"
46.494788,9.904518,"Switzerland"
59.275891,17.906599,"Sweden"
59.297933,24.658102,"Estonia"
-29.920646,-71.2187,"Chile"
55.987243,-5.207347,"UK:Great Britain"
51.682953,-1.798292,"UK:Great Britain"
42.415979,1.129875,"Spain"
55.02544,-1.435829,"UK:Great Britain"
39.3088,-76.627235,"USA"
42.462501,-78.933548,"USA"
45.750512,4.849509,"France"
28.489013,34.515561,"Unknown"
28.155481,-82.760417,"USA"
24.345094,124.183853,"Japan:Ishigaki Shima"
37.444969,-122.163757,"USA"
37.526149,-120.85493,"USA"
39.17649,-120.250446,"USA"
41.672206,-86.281557,"USA"
50.161504,3.203458,"France"
-8.393922,157.905464,"Unknown"
38.374601,20.543274,"Greece:Kefallinia"
36.819721,-121.738335,"USA"
45.057395,-93.013558,"USA"
52.717682,-4.052066,"Unknown"
47.656304,-117.432303,"USA"
21.200897,94.908657,"Myanmar"
49.282298,-123.12076,"Canada"
31.200312,29.896398,"Egypt"
33.943448,-83.392066,"USA"
29.425315,-98.500059,"USA"
-41.291496,174.777915,"New Zealand:North Island"
51.149962,-0.976055,"UK:Great Britain"
60.792526,11.10045,"Norway"
-18.644882,-43.427753,"Brazil"
45.064064,-74.692182,"Canada"
43.691242,-79.57936,"Canada"
68.151088,14.197854,"Unknown"
44.503876,6.465265,"France"
34.148518,-118.281351,"USA"
51.11112,17.015161,"Poland"
13.819577,100.562367,"Thailand"
26.85838,70.52124,"India"
37.761584,-122.39145,"USA"
51.102915,14.964044,"Germany"
51.066859,-1.323852,"UK:Great Britain"
31.191,121.490833,"China"
51.541077,-0.212656,"UK:Great Britain"
43.968418,144.324045,"Japan:Hokkaido"
34.969249,138.979797,"Japan:Honshu"
18.28022,99.477783,"Thailand"
10.773888,106.708333,"Vietnam"
50.622323,-2.275629,"Unknown"
31.214382,121.441988,"China"
-23.644524,-46.669921,"Brazil"
41.512309,-81.66364,"USA"
35.748414,139.802227,"Japan:Honshu"
38.510387,-122.727607,"USA"
52.097489,5.124607,"Netherlands"
38.929235,-77.051603,"USA"
34.395791,-119.728381,"Unknown"
43.480351,-75.341008,"USA"
43.059587,-87.887325,"USA"
42.555056,2.271627,"France"
24.026004,32.896714,"Egypt"
43.019709,16.158657,"Unknown"
48.682135,-1.477661,"Unknown"
32.224933,-110.973129,"USA"
51.163558,7.139632,"Germany"
-25.328667,130.998499,"Australia"
44.738426,-93.451337,"USA"
30.489287,-91.249845,"USA"
31.252726,121.470336,"China"
35.937015,-96.026687,"USA"
31.961483,104.429168,"China"
31.62269,-8.000278,"Morocco"
46.048097,-1.411228,"Unknown"
1.319444,103.843374,"Singapore"
20.763271,-86.95169,"Mexico"
51.504775,-0.127984,"UK:Great Britain"
40.638666,-74.141514,"Unknown"
27.24097,33.849906,"Unknown"
40.294527,17.764077,"Italy"
32.706991,-117.16243,"USA"
56.127138,40.409597,"Russia"
35.313234,139.533061,"Japan:Honshu"
39.660685,66.94725,"Uzbekistan"
28.09606,-80.565662,"USA"
13.803667,100.539667,"Thailand"
44.97257,-93.521461,"USA"
55.821296,49.160814,"Russia"
51.256328,2.958068,"Belgium"
44.962353,-93.247919,"USA"
31.793166,35.189208,"Palestine:2"
42.202072,-83.683891,"USA"
42.914886,-76.265201,"USA"
39.528506,-80.342202,"USA"
48.596691,12.434399,"Germany"
33.998943,-84.048993,"USA"
53.184371,-0.297403,"UK:Great Britain"
-31.951999,115.838333,"Australia"
